specialty,provider_type,geographic_region,n_orgs,n_incumbents,tcc_p25,tcc_p50,tcc_p75,tcc_p90,wrvu_p25,wrvu_p50,wrvu_p75,wrvu_p90,cf_p25,cf_p50,cf_p75,cf_p90
Urgent Care,Division Chief,South,30,116,515206,572451,629696,686941,4379,4866,5352,5839,49,55,60,66
Urgent Care,Division Chief,West,31,48,584254,649172,714088,779006,4851,5390,5929,6468,45,50,55,60
Urgent Care,Department Chair,National,59,125,580934,645483,710031,774580,3828,4254,4679,5104,54,61,67,74
Urgent Care,Department Chair,Northeast,30,148,621600,690667,759733,828800,4236,4708,5178,5649,48,54,59,65
Urgent Care,Department Chair,North Central,72,185,551887,613209,674529,735851,3405,3784,4162,4540,45,50,55,60
Urgent Care,Department Chair,South,62,156,563506,626119,688730,751342,3465,3851,4236,4621,51,57,62,68
Urgent Care,Department Chair,West,64,82,639028,710031,781034,852038,3547,3942,4336,4730,48,54,59,65
Urgent Care,Chief of Surgery,National,44,28,601682,668536,735389,802243,4850,5390,5928,6467,45,50,55,61
Urgent Care,Chief of Surgery,Northeast,32,123,643800,715334,786866,858400,4608,5120,5632,6144,48,54,59,65
Urgent Care,Chief of Surgery,North Central,51,189,571598,635109,698619,762131,3372,3747,4121,4496,52,58,64,70
Urgent Care,Chief of Surgery,South,52,88,583631,648480,713327,778176,4231,4701,5171,5641,50,57,62,68
Urgent Care,Chief of Surgery,West,49,110,661850,735390,808928,882467,4086,4540,4994,5448,53,60,65,72
Urology,Staff Physician,National,96,901,502156,557952,613746,669541,3396,3774,4151,4528,55,62,68,74
Urology,Staff Physician,Northeast,60,687,537307,597008,656708,716409,3396,3774,4151,4528,55,62,68,74
Urology,Staff Physician,North Central,90,1023,477048,530054,583059,636064,3396,3774,4151,4528,55,62,68,74
Urology,Staff Physician,South,123,417,487091,541213,595334,649455,3396,3774,4151,4528,55,62,68,74
Urology,Staff Physician,West,86,391,552372,613747,675121,736496,3396,3774,4151,4528,55,62,68,74
Urology,Program Director,National,35,149,592544,658383,724220,790059,2049,2277,2505,2732,65,73,80,87
Urology,Program Director,Northeast,51,89,634023,704470,774916,845363,2222,2470,2717,2963,62,70,77,84
Urology,Program Director,North Central,36,73,562917,625464,688009,750556,2772,3080,3388,3696,61,68,75,82
Urology,Program Director,South,41,107,574768,638631,702494,766357,2819,3133,3446,3759,70,80,87,95
Urology,Program Director,West,55,108,651799,724221,796643,869065,2420,2690,2958,3227,64,72,79,86
Urology,Division Chief,National,79,133,642760,714178,785595,857013,2451,2724,2997,3269,71,81,88,96
Urology,Division Chief,Northeast,73,77,687753,764171,840587,917004,2677,2974,3272,3569,66,74,81,89
Urology,Division Chief,North Central,67,21,610622,678469,746315,814163,2720,3023,3325,3627,62,70,77,83
Urology,Division Chief,South,35,82,623477,692753,762027,831303,2045,2273,2500,2727,69,78,86,93
Urology,Division Chief,West,60,56,707036,785596,864155,942715,2410,2678,2945,3213,76,86,94,102
Urology,Department Chair,National,36,105,703019,781132,859245,937358,2638,2931,3224,3517,76,86,94,103
Urology,Department Chair,Northeast,32,63,752230,835812,919392,1002973,2980,3312,3643,3974,71,80,88,96
Urology,Department Chair,North Central,37,73,667868,742076,816282,890490,3053,3393,3732,4071,60,68,75,81
Urology,Department Chair,South,58,30,681928,757698,833467,909237,2817,3131,3444,3757,71,80,88,95
Urology,Department Chair,West,75,133,773321,859246,945169,1031094,2131,2369,2605,2842,61,69,76,83
Urology,Chief of Surgery,National,73,88,728127,809030,889932,970835,2098,2332,2565,2798,75,85,93,101
Urology,Chief of Surgery,Northeast,41,67,779096,865662,952227,1038794,2637,2931,3224,3517,62,70,77,84
Urology,Chief of Surgery,North Central,49,34,691720,768579,845435,922294,2933,3260,3585,3911,73,82,90,98
Urology,Chief of Surgery,South,52,81,706283,784759,863234,941710,2116,2351,2586,2821,62,70,77,84
Urology,Chief of Surgery,West,34,114,800939,889933,978925,1067919,2446,2718,2990,3262,74,83,91,99
Pathology,Staff Physician,National,83,770,319404,354894,390383,425872,3334,3705,4075,4446,72,80,88,96
Pathology,Staff Physician,Northeast,77,752,341762,379736,417710,455683,3334,3705,4075,4446,72,80,88,96
Pathology,Staff Physician,North Central,74,320,303434,337149,370864,404579,3334,3705,4075,4446,72,80,88,96
Pathology,Staff Physician,South,118,437,309822,344247,378671,413096,3334,3705,4075,4446,72,80,88,96
Pathology,Staff Physician,West,115,838,351344,390383,429421,468459,3334,3705,4075,4446,72,80,88,96
Pathology,Program Director,National,76,163,376897,418775,460652,502529,2549,2833,3116,3399,88,98,108,118
Pathology,Program Director,Northeast,41,131,403279,448089,492898,537706,2186,2429,2671,2915,96,107,117,128
Pathology,Program Director,North Central,70,85,358052,397836,437619,477403,2494,2771,3048,3325,92,102,112,122
Pathology,Program Director,South,63,115,365590,406212,446832,487453,2982,3314,3645,3977,95,106,117,127
Pathology,Program Director,West,79,184,414586,460652,506717,552782,2747,3053,3358,3664,81,90,99,108
Pathology,Division Chief,National,64,145,408837,454264,499690,545116,2454,2727,2999,3272,84,94,103,113
Pathology,Division Chief,Northeast,73,141,437456,486063,534669,583275,2861,3179,3496,3815,99,110,121,132
Pathology,Division Chief,North Central,70,166,388395,431551,474706,517861,2343,2604,2864,3125,98,109,120,131
Pathology,Division Chief,South,30,154,396572,440636,484700,528763,2903,3226,3548,3871,87,97,107,116
Pathology,Division Chief,West,61,170,449721,499691,549659,599628,2448,2721,2992,3265,90,100,110,120
Pathology,Department Chair,National,53,166,447165,496852,546536,596221,2182,2425,2668,2911,83,92,101,111
Pathology,Department Chair,Northeast,50,135,478467,531631,584794,637957,2529,2811,3091,3373,94,105,115,126
Pathology,Department Chair,North Central,63,87,424807,472009,519210,566410,2738,3043,3347,3652,89,99,109,119
Pathology,Department Chair,South,51,33,433750,481946,530140,578335,2033,2260,2485,2712,90,100,110,120
Pathology,Department Chair,West,66,187,491882,546537,601190,655843,2108,2342,2576,2811,97,108,118,129
Pathology,Chief of Surgery,National,71,52,463136,514596,566056,617515,2518,2798,3078,3358,100,111,122,133
Pathology,Chief of Surgery,Northeast,79,99,495555,550618,605680,660741,2439,2710,2981,3252,86,96,106,115
Pathology,Chief of Surgery,North Central,68,80,439979,488866,537753,586639,2163,2404,2644,2885,95,106,116,127
Pathology,Chief of Surgery,South,75,37,449242,499158,549074,598989,2867,3186,3504,3823,95,105,116,126
Pathology,Chief of Surgery,West,43,115,509449,566056,622661,679266,2960,3290,3618,3948,87,97,106,116
Physiatry,Staff Physician,National,98,1360,440635,489595,538555,587514,4313,4793,5272,5751,36,41,45,49
Physiatry,Staff Physician,Northeast,104,402,471480,523867,576253,628640,4313,4793,5272,5751,36,41,45,49
Physiatry,Staff Physician,North Central,63,240,418603,465116,511627,558138,4313,4793,5272,5751,36,41,45,49
Physiatry,Staff Physician,South,148,413,427416,474907,522398,569888,4313,4793,5272,5751,36,41,45,49
Physiatry,Staff Physician,West,138,860,484699,538555,592410,646265,4313,4793,5272,5751,36,41,45,49
Physiatry,Program Director,National,46,79,519950,577723,635494,693266,3191,3546,3901,4255,48,55,60,66
Physiatry,Program Director,Northeast,47,143,556346,618163,679979,741795,3458,3843,4228,4612,45,52,57,62
Physiatry,Program Director,North Central,61,89,493952,548836,603720,658603,3751,4169,4585,5002,48,55,60,66
Physiatry,Program Director,South,35,43,504351,560391,616430,672468,3397,3775,4153,4530,50,56,62,68
Physiatry,Program Director,West,37,134,571945,635495,699044,762593,3361,3735,4108,4482,41,47,52,56
Physiatry,Division Chief,National,59,110,564013,626682,689350,752018,3595,3995,4395,4794,46,52,58,63
Physiatry,Division Chief,Northeast,64,103,603494,670550,737604,804659,3518,3910,4300,4691,46,52,57,63
Physiatry,Division Chief,North Central,70,124,535812,595348,654882,714417,2965,3295,3624,3954,49,55,61,66
Physiatry,Division Chief,South,73,53,547093,607882,668669,729457,2644,2939,3233,3526,47,53,59,64
Physiatry,Division Chief,West,71,185,620414,689350,758285,827219,3785,4206,4626,5047,48,55,60,65
Physiatry,Department Chair,National,31,186,616889,685434,753976,822519,3600,4001,4401,4801,42,48,53,58
Physiatry,Department Chair,Northeast,64,164,660072,733414,806755,880096,2787,3098,3407,3717,44,50,55,60
Physiatry,Department Chair,North Central,63,108,586045,651162,716278,781393,3231,3591,3950,4309,48,55,60,66
Physiatry,Department Chair,South,63,64,598383,664871,731357,797844,3571,3968,4365,4762,42,48,53,58
Physiatry,Department Chair,West,75,191,678578,753977,829374,904771,3426,3808,4188,4569,50,57,62,68
Physiatry,Chief of Surgery,National,60,117,638921,709913,780904,851895,2671,2968,3265,3562,48,55,60,66
Physiatry,Chief of Surgery,Northeast,52,167,683646,759607,835568,911528,3517,3909,4300,4690,46,53,58,63
Physiatry,Chief of Surgery,North Central,33,146,606975,674418,741859,809300,3025,3361,3697,4033,43,49,54,58
Physiatry,Chief of Surgery,South,70,99,619754,688616,757477,826338,3428,3810,4191,4572,46,53,58,63
Physiatry,Chief of Surgery,West,62,186,702813,780905,858995,937085,3728,4143,4557,4971,49,56,62,68
Psychiatry (General),Staff Physician,National,136,1223,197297,219220,241141,263063,5630,6256,6881,7507,82,92,101,110
Psychiatry (General),Staff Physician,Northeast,143,934,211108,234565,258021,281477,5630,6256,6881,7507,82,92,101,110
Psychiatry (General),Staff Physician,North Central,90,108,187433,208259,229084,249910,5630,6256,6881,7507,82,92,101,110
Psychiatry (General),Staff Physician,South,88,289,191378,212643,233907,255171,5630,6256,6881,7507,82,92,101,110
Psychiatry (General),Staff Physician,West,79,1176,217027,241142,265255,289369,5630,6256,6881,7507,82,92,101,110
Psychiatry (General),Program Director,National,78,152,232811,258679,284546,310414,4285,4762,5237,5714,91,102,112,122
Psychiatry (General),Program Director,Northeast,68,76,249108,276787,304465,332144,4613,5125,5638,6150,97,109,120,131
Psychiatry (General),Program Director,North Central,42,45,221170,245745,270319,294894,3568,3965,4361,4757,106,119,131,142
Psychiatry (General),Program Director,South,40,197,225827,250919,276010,301102,4589,5099,5609,6119,94,105,115,126
Psychiatry (General),Program Director,West,74,161,256092,284547,313001,341456,4912,5458,6003,6550,112,126,139,151
Psychiatry (General),Division Chief,National,31,100,252541,280601,308660,336721,4828,5364,5900,6437,107,120,132,144
Psychiatry (General),Division Chief,Northeast,78,164,270219,300243,330267,360291,4428,4921,5413,5905,110,123,135,147
Psychiatry (General),Division Chief,North Central,71,117,239914,266571,293227,319885,4461,4957,5452,5948,112,126,138,151
Psychiatry (General),Division Chief,South,70,185,244965,272183,299401,326619,3878,4310,4740,5171,112,125,137,150
Psychiatry (General),Division Chief,West,76,146,277795,308661,339527,370393,4521,5024,5526,6029,107,120,132,144
Psychiatry (General),Department Chair,National,52,100,276217,306908,337597,368288,4706,5229,5752,6275,94,106,116,127
Psychiatry (General),Department Chair,Northeast,47,65,295552,328391,361229,394069,4770,5300,5829,6360,111,124,136,149
Psychiatry (General),Department Chair,North Central,73,87,262406,291562,320717,349874,3494,3882,4270,4658,102,114,126,137
Psychiatry (General),Department Chair,South,62,132,267930,297700,327469,357240,4443,4937,5430,5924,108,122,134,146
Psychiatry (General),Department Chair,West,56,105,303838,337598,371357,405117,4393,4881,5369,5857,108,122,134,146
Psychiatry (General),Chief of Surgery,National,32,47,286081,317869,349654,381442,3715,4129,4541,4954,105,117,129,140
Psychiatry (General),Chief of Surgery,Northeast,38,132,306107,340119,374130,408143,4831,5368,5905,6442,100,112,124,135
Psychiatry (General),Chief of Surgery,North Central,32,176,271777,301975,332172,362370,3916,4351,4786,5221,100,113,124,135
Psychiatry (General),Chief of Surgery,South,46,74,277499,308333,339165,369998,4893,5437,5980,6524,106,119,131,143
Psychiatry (General),Chief of Surgery,West,55,29,314690,349656,384620,419586,3863,4292,4721,5151,107,120,132,144
Child Abuse,Staff Physician,National,135,225,513414,570460,627506,684552,10457,11619,12780,13942,72,80,88,96
Child Abuse,Staff Physician,Northeast,62,863,549353,610393,671431,732471,10457,11619,12780,13942,72,80,88,96
Child Abuse,Staff Physician,North Central,59,854,487743,541937,596131,650325,10457,11619,12780,13942,72,80,88,96
Child Abuse,Staff Physician,South,107,1156,498011,553346,608681,664016,10457,11619,12780,13942,72,80,88,96
Child Abuse,Staff Physician,West,143,1468,564755,627506,690256,753008,10457,11619,12780,13942,72,80,88,96
Child Abuse,Program Director,National,77,121,605828,673143,740457,807772,6702,7446,8190,8935,97,108,119,130
Child Abuse,Program Director,Northeast,47,178,648236,720263,792289,864316,7473,8303,9133,9964,100,111,122,133
Child Abuse,Program Director,North Central,55,101,575537,639486,703434,767383,6297,6997,7696,8396,80,89,98,107
Child Abuse,Program Director,South,58,24,587653,652949,718243,783539,6330,7033,7736,8439,86,96,106,115
Child Abuse,Program Director,West,61,45,666411,740458,814503,888549,7657,8508,9358,10209,87,97,106,116
Child Abuse,Division Chief,National,50,67,657170,730189,803208,876227,6810,7566,8323,9079,97,108,118,129
Child Abuse,Division Chief,Northeast,76,79,703172,781303,859432,937563,7400,8222,9044,9866,95,105,116,126
Child Abuse,Division Chief,North Central,65,25,624311,693680,763047,832416,7108,7898,8687,9477,95,105,116,126
Child Abuse,Division Chief,South,58,191,637455,708284,779111,849940,8088,8987,9885,10784,95,105,116,126
Child Abuse,Division Chief,West,50,136,722887,803208,883528,963850,7679,8532,9385,10238,89,99,109,119
Child Abuse,Department Chair,National,54,111,718779,798645,878508,958374,6493,7215,7935,8657,92,102,113,123
Child Abuse,Department Chair,Northeast,34,42,769094,854550,940004,1025460,8945,9939,10932,11926,92,102,113,123
Child Abuse,Department Chair,North Central,38,84,682840,758712,834583,910455,6358,7065,7771,8477,90,101,111,121
Child Abuse,Department Chair,South,62,20,697216,774685,852153,929622,7501,8335,9168,10001,98,109,120,131
Child Abuse,Department Chair,West,58,85,790657,878509,966359,1054211,8263,9181,10098,11016,99,110,121,132
Child Abuse,Chief of Surgery,National,44,158,744450,827168,909884,992601,6789,7543,8297,9051,82,91,100,109
Child Abuse,Chief of Surgery,Northeast,67,132,796562,885069,973576,1062083,9132,10147,11161,12176,87,97,106,116
Child Abuse,Chief of Surgery,North Central,40,194,707228,785809,864389,942971,6329,7033,7735,8439,91,102,112,122
Child Abuse,Chief of Surgery,South,56,130,722117,802353,882587,962823,9335,10373,11409,12447,98,109,120,131
Child Abuse,Chief of Surgery,West,69,31,818895,909884,1000872,1091861,6288,6987,7685,8384,97,108,119,130
